genero,est_civil,tpers,cal,edad,clase
1,3,0,1,23,0
0,0,0,4,49,0
1,3,0,1,25,0
0,3,0,1,52,0
1,1,0,1,58,0
1,3,0,1,55,0
0,3,0,1,27,0
1,0,0,1,32,0
1,3,0,1,43,0
1,0,0,4,45,0
1,3,0,1,45,0
1,3,0,1,47,0
1,3,0,4,58,0
0,0,0,1,41,0
1,3,0,1,36,0
1,3,0,4,34,0
0,3,0,1,40,0
2,2,1,4,23,0
1,3,0,1,48,0
1,0,0,4,31,0
1,3,0,1,34,0
0,3,0,1,27,0
2,2,1,4,7,0
1,3,0,1,43,0
1,3,0,1,43,0
1,3,0,4,44,0
1,3,0,1,25,0
1,3,0,1,35,0
1,0,0,1,32,0
1,1,0,1,32,0
1,3,0,1,29,0
1,3,0,1,45,0
0,3,0,4,49,0
1,0,0,4,30,0
1,3,0,1,44,0
1,0,0,3,41,0
1,3,0,1,31,0
1,0,0,4,41,0
1,3,0,1,34,0
1,3,0,1,26,0
1,0,0,1,58,0
1,3,0,1,43,0
0,3,0,4,33,0
1,3,0,1,33,0
1,3,0,1,29,0
1,0,0,1,37,0
1,3,0,1,38,0
1,2,0,4,24,0
2,2,1,4,7,0
0,3,0,4,42,0
1,3,0,1,33,0
1,0,0,4,41,0
1,3,0,1,54,0
1,0,0,4,41,0
0,3,0,4,45,0
0,3,0,1,40,0
1,3,0,3,65,0
1,2,0,4,46,0
1,3,0,1,38,0
1,3,0,4,47,0
1,3,0,1,24,0
1,0,0,4,35,0
0,3,0,4,48,0
1,3,0,4,64,0
1,3,0,1,47,0
0,3,0,1,40,0
0,3,0,4,25,0
1,0,0,4,40,0
1,3,0,1,26,0
1,0,0,1,47,0
1,3,0,1,33,0
0,3,0,4,48,0
2,2,1,4,25,0
1,3,0,4,28,0
1,3,0,1,26,0
0,0,0,1,59,0
1,0,0,4,34,0
1,3,0,1,43,0
1,0,0,1,38,0
1,3,0,4,61,0
0,0,0,1,69,0
2,2,1,4,5,0
2,2,1,2,5,0
1,3,0,1,34,0
0,3,0,4,33,0
1,3,0,4,33,0
1,0,0,1,38,0
1,3,0,1,46,0
1,3,0,1,35,0
1,0,0,3,48,0
1,3,0,4,27,0
1,3,0,1,57,0
0,1,0,2,74,0
0,0,0,1,59,0
1,3,0,2,65,0
1,3,0,4,56,0
1,3,0,1,47,0
1,3,0,4,60,0
2,2,1,4,13,0
1,0,0,1,34,0
1,3,0,1,25,0
1,3,0,1,49,0
1,3,0,1,53,0
1,3,0,1,44,0
1,0,0,1,67,0
2,2,1,3,7,0
1,3,0,1,39,0
0,1,0,1,40,0
1,3,0,1,50,0
1,3,0,4,36,0
0,3,0,4,42,0
0,0,0,4,35,0
1,3,0,1,26,0
1,3,0,4,27,0
1,3,0,1,26,0
1,3,0,1,50,0
0,3,0,1,39,0
1,0,0,1,37,0
1,3,0,1,33,0
1,3,0,1,42,0
1,0,0,1,44,0
1,3,0,1,32,0
0,0,0,1,35,0
1,3,0,4,33,0
1,3,0,1,51,0
1,3,0,1,32,0
0,3,0,1,27,0
1,3,0,4,27,0
0,0,0,4,35,0
1,0,0,1,37,0
1,3,0,1,50,0
1,3,0,4,30,0
1,3,0,1,39,0
1,2,0,4,23,0
1,3,0,1,39,0
1,3,0,1,41,0
1,3,0,1,30,0
1,0,0,1,49,0
1,3,0,1,47,0
0,3,0,4,43,0
1,0,0,1,59,0
0,3,0,1,40,0
2,2,1,4,14,0
1,3,0,1,29,0
1,3,0,4,28,0
0,3,0,4,27,0
1,3,0,1,67,0
1,2,0,4,27,0
1,3,0,4,23,0
1,3,0,1,39,0
1,0,0,4,46,0
1,3,0,1,47,0
1,0,0,1,61,0
0,0,0,1,40,0
1,3,0,1,30,0
0,3,0,1,33,0
1,0,0,1,40,0
1,0,0,1,59,0
1,3,0,1,47,0
1,3,0,1,47,0
1,3,0,1,39,0
1,3,0,1,54,0
0,0,0,4,33,0
1,3,0,1,23,0
1,0,0,4,35,0
1,3,0,1,47,0
1,3,0,1,41,0
2,2,1,4,23,0
1,3,0,1,49,0
0,0,0,1,59,0
1,3,0,1,36,0
0,0,0,4,67,0
1,0,0,4,45,0
1,3,0,1,47,0
1,0,0,1,38,0
1,3,0,1,27,0
0,0,0,4,36,0
0,3,0,4,43,0
1,3,0,1,30,0
0,3,0,4,50,0
1,3,0,1,57,0
1,0,0,1,57,0
1,1,0,4,65,0
0,3,0,4,33,0
1,3,0,1,45,0
0,0,0,3,54,0
1,3,0,1,42,0
1,3,0,1,54,0
1,0,0,4,33,0
1,0,0,1,50,0
0,3,0,4,24,0
1,0,0,1,67,0
1,0,0,1,57,0
2,2,1,4,14,0
1,0,0,1,50,0
1,3,0,1,43,0
1,3,0,1,47,0
1,3,0,1,30,0
1,3,0,1,38,0
1,0,0,1,52,0
0,3,0,1,52,0
1,0,0,1,41,0
0,0,0,2,74,0
2,2,1,2,5,0
1,3,0,4,60,0
1,3,0,1,42,0
1,3,0,1,36,0
1,3,0,4,42,0
1,3,0,1,64,0
1,3,0,1,35,0
1,3,0,1,40,0
2,2,1,3,18,0
1,3,0,1,34,0
1,3,0,1,45,0
2,2,1,4,6,0
1,0,0,1,58,0
1,0,0,1,37,0
2,2,1,4,13,0
1,3,0,1,57,0
1,3,0,1,43,0
1,3,0,1,38,0
1,0,0,1,61,0
1,3,0,1,29,0
1,3,0,1,51,0
1,0,0,1,38,0
1,3,0,1,41,0
0,1,0,4,41,0
1,3,0,1,43,0
1,0,0,1,41,0
1,3,0,1,35,0
0,3,0,4,48,0
1,3,0,1,32,0
0,3,0,1,30,0
1,3,0,1,60,0
1,0,0,1,59,0
1,3,0,1,62,0
0,3,0,1,22,0
0,0,0,4,39,0
0,3,0,1,49,0
1,3,0,1,37,0
1,3,0,1,54,0
0,0,0,1,54,0
1,3,0,4,24,0
0,3,0,4,48,0
1,0,0,1,41,0
1,3,0,1,30,0
1,3,0,1,34,0
1,0,0,3,59,0
1,3,0,1,47,0
1,3,0,1,52,0
1,3,0,1,34,0
1,3,0,1,51,0
0,3,0,1,40,0
1,0,0,1,62,0
0,0,0,4,45,0
1,3,0,1,45,0
1,3,0,1,39,0
1,3,0,1,37,0
1,3,0,1,58,0
0,1,0,1,39,0
0,3,0,1,52,0
1,0,0,1,57,0
1,0,0,1,46,0
1,3,0,1,33,0
1,0,0,1,68,0
1,3,0,1,37,0
1,3,0,1,25,0
0,3,0,4,42,0
1,3,0,1,51,0
1,0,0,4,41,0
1,3,0,1,50,0
1,3,0,2,65,0
1,3,0,1,47,0
2,2,1,2,7,0
1,2,0,1,54,0
0,0,0,4,45,0
1,3,0,1,48,0
1,3,0,4,46,0
1,0,0,1,61,0
1,0,0,1,46,0
1,3,0,1,44,0
1,3,0,1,50,0
0,3,0,1,52,0
0,3,0,4,48,0
1,3,0,1,61,0
1,3,0,1,30,0
1,0,0,1,36,0
1,0,0,1,59,0
0,3,0,4,33,0
1,3,0,1,58,0
0,0,0,4,36,0
1,3,0,1,25,0
1,3,0,1,34,0
1,3,0,1,48,0
1,3,0,1,55,0
1,3,0,1,30,0
1,3,0,4,29,0
1,0,0,1,35,0
1,3,0,1,36,0
0,0,0,4,30,0
1,0,0,4,65,0
1,3,0,1,44,0
1,3,0,1,25,0
1,3,0,1,34,0
2,2,1,4,14,0
1,3,0,4,27,0
1,0,0,1,35,0
0,3,0,1,69,0
1,3,0,1,55,0
1,3,0,1,40,0
2,2,1,4,7,0
0,3,0,4,25,0
1,3,0,1,51,0
1,3,0,1,58,0
1,3,0,1,30,0
1,3,0,1,48,0
1,0,0,4,45,0
0,3,0,1,36,0
1,0,0,1,67,0
1,0,0,1,46,0
1,3,0,1,35,0
1,0,0,4,41,0
1,0,0,1,38,0
0,3,0,4,47,0
1,3,0,1,51,0
1,3,0,1,30,0
0,3,0,4,33,0
0,0,0,4,46,0
1,3,0,1,44,0
1,0,0,1,32,0
1,2,0,4,26,0
1,0,0,1,35,0
1,3,0,1,38,0
1,3,0,1,44,0
1,3,0,1,47,0
1,0,0,1,36,0
1,0,0,4,50,0
1,3,0,1,32,0
1,3,0,1,56,0
1,3,0,1,32,0
1,3,0,4,27,0
1,0,0,1,47,0
1,3,0,1,30,0
0,3,0,1,45,0
1,3,0,1,48,0
2,2,1,2,5,0
1,3,0,1,32,0
1,3,0,1,52,0
1,0,0,1,49,0
1,3,0,1,36,0
1,0,0,1,38,0
1,0,0,4,45,0
1,3,0,4,47,0
0,3,0,1,27,0
1,3,0,4,44,0
1,2,0,4,25,0
1,3,0,1,26,0
1,3,0,1,53,0
0,0,0,1,34,0
1,3,0,1,47,0
1,0,0,1,38,0
1,3,0,1,35,0
1,3,0,4,36,0
1,0,0,1,59,0
1,0,0,4,51,0
1,0,0,1,50,0
1,0,0,1,68,0
0,0,0,3,29,0
0,0,0,1,56,0
1,0,0,1,61,0
1,3,0,4,27,0
1,0,0,1,34,0
1,0,0,4,34,0
1,3,0,1,50,0
2,2,1,4,14,0
1,3,0,1,51,0
1,3,0,1,33,0
1,3,0,1,48,0
1,3,0,1,32,0
1,0,0,4,32,0
0,3,0,3,43,0
1,3,0,1,47,0
0,3,0,4,25,0
1,3,0,1,27,0
1,3,0,1,35,0
1,3,0,1,33,0
1,0,0,4,47,0
1,1,0,1,32,0
1,3,0,1,27,0
1,3,0,4,56,0
1,1,0,1,58,0
0,1,0,2,27,0
1,3,0,1,33,0
1,3,0,1,34,0
1,1,0,4,54,0
1,3,0,1,56,0
1,3,0,1,51,0
1,0,0,1,23,0
1,0,0,1,37,0
1,3,0,1,30,0
0,0,0,4,41,0
0,3,0,1,45,0
2,2,1,3,15,0
1,3,0,1,31,0
0,0,0,1,55,0
1,3,0,4,27,0
1,3,0,1,50,0
1,3,0,1,58,0
1,3,0,1,26,0
1,3,0,1,36,0
1,3,0,1,58,0
1,0,0,1,60,0
1,3,0,1,34,0
1,3,0,1,38,0
1,3,0,1,37,0
1,3,0,1,26,0
1,3,0,1,33,0
1,0,0,1,43,0
1,0,0,1,59,0
1,1,0,1,24,0
2,2,1,2,16,0
0,0,0,4,38,0
1,3,0,1,35,0
1,3,0,1,48,0
0,3,0,1,44,0
0,0,0,4,36,0
1,3,0,1,43,0
2,2,1,4,5,0
1,3,0,1,35,0
0,3,0,1,45,0
1,3,0,1,32,0
1,3,0,4,56,0
1,0,0,1,58,0
1,0,0,4,31,0
1,0,0,1,59,0
1,1,0,4,54,0
1,3,0,1,29,0
1,0,0,1,61,0
2,2,1,4,7,0
1,3,0,1,53,0
1,2,0,4,55,0
1,3,0,4,37,0
1,3,0,1,45,0
0,3,0,1,33,0
2,2,1,4,13,0
1,3,0,1,44,0
1,3,0,1,35,0
1,3,0,1,35,0
0,3,0,4,26,0
1,0,0,3,41,0
1,1,0,1,59,0
1,3,0,1,47,0
1,0,0,1,67,0
1,0,0,1,41,0
1,0,0,1,45,0
2,2,1,4,24,0
1,0,0,1,38,0
1,3,0,1,39,0
1,3,0,1,35,0
1,3,0,4,49,0
1,4,0,3,64,0
1,3,0,1,35,0
1,3,0,1,36,0
1,3,0,1,58,0
2,2,1,4,27,0
1,3,0,1,50,0
1,0,0,1,50,0
1,3,0,1,58,0
0,3,0,1,49,0
1,3,0,1,35,0
1,3,0,1,32,0
2,2,1,4,7,0
0,0,0,4,37,0
0,3,0,4,48,0
1,3,0,1,40,0
0,3,0,4,28,0
1,3,0,1,34,0
0,0,0,1,59,0
1,3,0,1,27,0
1,0,0,2,48,0
2,2,1,3,5,0
1,3,0,1,30,0
1,0,0,1,50,0
0,0,0,2,54,0
1,0,0,1,61,0
1,0,0,1,35,0
1,0,0,1,41,0
1,0,0,1,38,0
1,3,0,1,52,0
1,3,0,4,27,0
1,0,0,1,59,0
1,0,0,1,52,0
1,3,0,1,30,0
1,3,0,1,57,0
1,0,0,1,50,0
0,0,0,4,40,0
1,0,0,4,46,0
0,3,0,4,43,0
0,3,0,1,45,0
1,0,0,1,61,0
1,3,0,1,54,0
1,3,0,1,48,0
0,3,0,4,36,0
2,2,1,4,7,0
1,0,0,1,49,0
1,0,0,1,61,0
1,1,0,1,41,0
1,3,0,1,33,0
1,3,0,1,47,0
0,3,0,1,26,0
1,0,0,1,36,0
0,0,0,1,59,0
1,0,0,1,59,0
1,0,0,1,61,0
1,3,0,1,43,0
0,2,0,3,76,0
0,3,0,1,40,0
1,0,0,1,51,0
1,3,0,1,36,0
1,3,0,4,48,0
1,0,0,1,35,0
1,3,0,1,52,0
0,0,0,1,49,0
1,3,0,1,51,0
1,3,0,1,47,0
1,3,0,1,43,0
2,2,1,4,13,0
2,2,1,2,7,0
1,3,0,1,57,0
1,3,0,1,38,0
1,0,0,1,57,0
1,3,0,1,44,0
0,0,0,4,36,0
1,0,0,1,37,0
1,3,0,1,44,0
1,3,0,1,48,0
1,3,0,1,60,0
1,3,0,1,34,0
1,0,0,1,47,0
1,3,0,1,56,0
1,3,0,1,32,0
0,3,0,4,27,0
0,0,0,1,60,0
1,3,0,1,22,0
1,3,0,1,30,0
1,0,0,1,46,0
1,3,0,1,30,0
1,3,0,1,52,0
0,0,0,2,55,0
2,2,1,4,13,0
1,0,0,1,34,0
0,0,0,4,67,0
1,3,0,1,31,0
0,0,0,4,45,0
1,3,0,1,47,0
1,3,0,1,48,0
1,0,0,1,41,0
0,3,0,4,25,0
1,3,0,1,61,0
1,0,0,1,35,0
1,3,0,1,35,0
1,3,0,1,47,0
1,0,0,4,41,0
1,3,0,1,54,0
1,3,0,1,29,0
0,3,0,1,45,0
1,0,0,1,38,0
1,3,0,4,45,0
1,3,0,1,54,0
0,3,0,1,38,0
1,3,0,1,52,0
1,3,0,1,41,0
0,3,0,1,33,0
1,0,0,4,41,0
1,3,0,4,27,0
0,0,0,4,49,0
1,3,0,1,47,0
1,3,0,1,39,0
1,3,0,1,36,0
1,3,0,1,39,0
1,0,0,3,41,0
1,3,0,4,25,0
1,0,0,4,41,0
0,0,0,1,72,0
0,3,0,1,30,0
1,3,0,1,34,0
1,1,0,4,31,0
1,3,0,1,33,0
1,3,0,1,51,0
0,0,0,4,30,0
1,3,0,1,51,0
1,2,0,4,23,0
0,3,0,1,49,0
1,3,0,1,29,0
1,0,0,3,41,0
1,0,0,1,50,0
0,3,0,4,28,0
1,0,0,1,37,0
1,3,0,1,38,0
0,0,0,4,46,0
1,3,0,1,34,0
1,3,0,1,27,0
1,0,0,1,34,0
1,3,0,1,35,0
1,3,0,4,64,0
0,3,0,4,28,0
1,3,0,1,36,0
0,0,0,4,36,0
0,3,0,1,33,0
1,3,0,1,57,0
1,3,0,1,38,0
1,3,0,1,43,0
1,0,0,1,38,0
1,3,0,1,50,0
1,0,0,2,67,0
0,0,0,4,48,0
0,3,0,1,26,0
1,0,0,1,47,0
1,3,0,1,39,0
0,3,0,1,33,0
1,3,0,1,38,0
0,3,0,4,50,0
0,3,0,1,49,0
1,3,0,4,44,0
1,0,0,1,40,0
0,0,0,1,59,0
1,3,0,1,37,0
1,0,0,1,46,0
1,3,0,1,47,0
1,0,0,4,41,0
1,0,0,4,35,0
2,2,1,4,14,0
1,0,0,4,30,0
1,0,0,1,36,0
1,3,0,1,40,0
1,3,0,1,39,0
2,2,1,2,5,0
0,0,0,1,28,0
0,0,0,4,36,0
0,3,0,1,40,0
1,3,0,1,31,0
1,3,0,1,41,0
1,1,0,1,58,0
1,0,0,1,35,0
1,3,0,1,48,0
1,3,0,1,57,0
1,3,0,1,60,0
1,3,0,4,60,0
1,3,0,1,59,0
1,3,0,1,45,0
1,3,0,1,45,0
1,3,0,1,58,0
1,3,0,1,25,0
0,3,0,4,23,0
1,0,0,1,38,0
1,3,0,1,46,0
0,0,0,4,49,0
0,3,0,4,49,0
1,3,0,1,48,0
0,3,0,4,41,0
0,3,0,1,36,0
1,0,0,1,50,0
1,0,0,1,35,0
0,3,0,1,49,0
1,3,0,1,43,0
1,3,0,1,33,0
0,3,0,1,40,0
1,3,0,1,35,0
1,0,0,1,41,0
1,0,0,1,61,0
1,3,0,1,34,0
1,3,0,1,43,0
0,3,0,4,25,0
0,3,0,1,38,0
1,3,0,1,34,0
1,3,0,1,45,0
1,2,0,4,23,0
1,3,0,1,30,0
1,3,0,1,45,0
1,3,0,1,41,0
1,3,0,1,32,0
0,0,0,4,50,0
1,3,0,1,37,0
1,0,0,1,52,0
1,3,0,1,51,0
2,2,1,2,16,0
2,2,1,4,7,0
1,3,0,1,39,0
2,2,1,4,15,0
0,0,0,1,43,0
1,3,0,1,57,0
1,3,0,4,60,0
0,0,0,1,71,0
1,3,0,1,43,0
1,3,0,4,33,0
0,0,0,4,41,0
1,0,0,1,47,0
0,3,0,4,24,0
0,0,0,1,60,0
0,3,0,1,26,0
1,3,0,1,25,0
2,2,1,3,7,0
1,3,0,1,39,0
1,3,0,1,32,0
1,3,0,1,29,0
1,0,0,1,59,0
1,3,0,1,42,0
1,3,0,1,39,0
1,3,0,1,50,0
1,3,0,1,31,0
1,0,0,1,37,0
1,3,0,1,38,0
1,1,0,1,32,0
1,3,0,1,55,0
1,3,0,4,31,0
1,3,0,1,40,0
1,3,0,4,32,0
1,0,0,3,61,0
0,0,0,1,59,0
1,0,0,1,68,0
0,3,0,1,40,0
1,3,0,1,29,0
1,3,0,1,31,0
1,3,0,1,41,0
2,2,1,4,7,0
1,3,0,1,48,0
1,3,0,4,47,0
0,0,0,4,36,0
1,3,0,1,44,0
1,3,0,4,37,0
2,2,1,4,8,0
1,3,0,1,52,0
1,3,0,1,35,0
1,3,0,1,37,0
1,3,0,4,33,0
1,0,0,1,59,0
1,3,0,1,39,0
1,3,0,1,43,0
0,3,0,4,26,0
1,0,0,4,41,0
0,3,0,1,52,0
1,0,0,4,32,0
0,0,0,4,36,0
1,0,0,1,41,0
1,0,0,1,67,0
1,0,0,1,40,0
0,0,0,4,36,0
0,1,0,1,39,0
1,0,0,2,48,0
1,0,0,3,41,0
1,3,0,1,43,0
0,3,0,4,42,0
1,3,0,1,38,0
1,3,0,1,41,0
1,3,0,1,43,0
1,3,0,1,44,0
1,3,0,1,30,0
1,3,0,1,50,0
1,0,0,1,70,0
1,0,0,1,67,0
1,0,0,1,49,0
1,3,0,1,50,0
0,3,0,4,36,0
1,0,0,1,68,0
1,3,0,1,27,0
0,0,0,4,45,0
1,0,0,1,32,0
1,3,0,1,51,0
1,3,0,1,36,0
0,3,0,4,37,0
1,0,0,1,38,0
1,3,0,1,48,0
2,2,1,2,5,0
1,3,0,1,53,0
1,3,0,1,40,0
1,3,0,1,26,0
1,3,0,1,35,0
1,0,0,1,47,0
1,3,0,4,33,0
1,0,0,4,35,0
1,3,0,1,45,0
1,0,0,1,69,0
1,0,0,1,50,0
1,0,0,1,44,0
0,3,0,4,43,0
1,3,0,1,31,0
0,3,0,4,36,0
1,3,0,1,41,0
0,0,0,1,47,0
1,0,0,1,59,0
1,3,0,4,30,0
1,0,0,3,59,0
1,3,0,1,26,0
1,0,0,1,41,0
1,3,0,1,41,0
1,3,0,1,54,0
1,3,0,1,36,0
1,3,0,2,60,0
1,3,0,1,33,0
1,3,0,1,45,0
1,3,0,1,31,0
0,3,0,4,25,0
0,3,0,4,24,0
0,3,0,4,48,0
1,3,0,1,57,0
1,3,0,1,52,0
0,3,0,4,42,0
1,0,0,1,41,0
1,0,0,1,41,0
1,3,0,1,45,0
1,3,0,1,43,0
1,3,0,4,33,0
1,3,0,1,39,0
1,3,0,4,27,0
1,0,0,1,37,0
0,3,0,1,30,0
1,3,0,4,34,0
2,2,1,4,7,0
1,0,0,1,69,0
1,3,0,1,34,0
1,3,0,1,26,0
1,0,0,3,41,0
1,3,0,4,24,0
0,3,0,1,40,0
1,0,0,1,36,0
1,3,0,1,41,0
1,3,0,1,50,0
1,3,0,1,39,0
0,0,0,4,44,0
1,3,0,1,50,0
0,0,0,4,36,0
1,3,0,1,25,0
1,3,0,4,44,0
1,0,0,1,38,0
1,0,0,1,39,0
2,2,1,4,7,0
1,3,0,1,35,0
0,0,0,1,55,0
0,0,0,1,48,0
0,3,0,4,43,0
1,3,0,1,61,0
1,3,0,1,34,0
1,3,0,1,35,0
0,0,0,4,44,0
1,3,0,1,30,0
1,3,0,1,34,0
1,3,0,1,51,0
1,0,0,1,69,0
1,3,0,1,47,0
1,0,0,1,35,0
0,0,0,1,35,0
1,3,0,1,42,0
1,3,0,1,47,0
1,3,0,1,48,0
1,3,0,4,33,0
1,3,0,4,38,0
0,3,0,4,33,0
1,0,0,1,68,0
1,3,0,1,38,0
1,0,0,1,50,0
2,2,1,4,7,0
2,2,1,4,13,0
0,3,0,1,45,0
1,3,0,4,26,0
1,3,0,1,31,0
1,3,0,1,27,0
0,3,0,4,37,0
1,0,0,1,37,0
1,3,0,1,50,0
2,2,1,2,5,0
1,0,0,1,51,0
1,3,0,1,58,0
0,3,0,3,43,0
2,2,1,4,13,0
1,3,0,2,56,0
1,3,0,1,38,0
1,3,0,1,49,0
1,3,0,4,36,0
0,3,0,1,45,0
1,2,0,1,24,0
0,3,0,1,33,0
1,0,0,1,41,0
1,0,0,3,41,0
1,3,0,4,37,0
1,3,0,1,58,0
0,3,0,4,28,0
0,0,0,4,45,0
1,0,0,1,59,0
1,3,0,1,42,0
1,3,0,1,69,0
2,2,1,2,5,0
0,3,0,1,55,0
1,3,0,1,39,0
1,3,0,1,36,0
1,3,0,1,48,0
1,3,0,1,43,0
1,3,0,1,43,0
1,3,0,1,36,0
1,0,0,4,45,0
1,0,0,1,40,0
0,0,0,2,28,0
0,1,0,2,73,0
1,0,0,4,31,0
1,3,0,1,47,0
1,3,0,4,56,0
1,3,0,1,37,0
0,0,0,4,45,0
1,3,0,1,49,0
1,0,0,4,50,0
1,3,0,1,32,0
0,3,0,3,43,0
1,0,0,1,36,0
0,0,0,1,54,0
1,3,0,1,35,0
0,0,0,4,36,0
1,3,0,1,35,0
1,3,0,4,31,0
2,2,1,4,13,0
2,2,1,4,24,0
1,3,0,1,35,0
1,0,0,1,36,0
1,3,0,1,41,0
1,3,0,4,44,0
1,3,0,1,55,0
1,3,0,1,38,0
1,3,0,4,37,0
1,0,0,4,41,0
0,3,0,1,54,0
1,3,0,1,58,0
0,3,0,4,24,0
1,0,0,1,37,0
1,3,0,1,38,0
1,3,0,1,41,0
0,3,0,4,49,0
1,3,0,1,44,0
1,0,0,1,42,0
0,3,0,4,48,0
1,3,0,1,26,0
1,3,0,1,47,0
1,3,0,1,43,0
1,3,0,1,40,0
2,2,1,4,13,0
1,3,0,1,43,0
1,3,0,1,27,0
1,3,0,1,40,0
1,0,0,1,35,0
0,3,0,1,45,0
1,3,0,1,55,0
1,3,0,1,35,0
2,2,1,2,5,0
1,3,0,1,39,0
1,3,0,1,36,0
2,2,1,4,7,0
1,3,0,1,43,0
1,0,0,1,66,0
0,0,0,4,49,0
1,3,0,1,31,0
1,0,0,1,49,0
1,0,0,1,67,0
1,0,0,4,47,0
0,1,0,4,44,0
1,3,0,1,57,0
1,3,0,1,45,0
1,3,0,1,26,0
1,3,0,1,58,0
2,2,1,4,13,0
0,0,0,4,44,0
1,3,0,4,27,0
1,3,0,1,35,0
1,1,0,1,54,0
1,2,0,4,55,0
1,0,0,3,61,0
0,3,0,4,24,0
1,0,0,1,57,0
2,2,1,2,16,0
1,3,0,1,34,0
1,3,0,1,24,0
0,1,0,1,56,0
1,3,0,1,32,0
0,3,0,4,50,0
1,3,0,1,34,0
1,3,0,1,55,0
1,3,0,1,39,0
0,3,0,1,30,0
1,3,0,1,44,0
1,3,0,1,47,0
1,0,0,1,57,0
1,3,0,1,22,0
0,3,0,4,43,0
1,3,0,1,32,0
1,0,0,1,52,0
1,3,0,1,50,0
1,0,0,1,36,0
1,3,0,1,51,0
0,3,0,1,45,0
1,0,0,4,34,0
2,2,1,2,16,0
1,3,0,1,39,0
0,0,0,1,48,0
1,3,0,1,57,0
1,3,0,1,44,0
1,3,0,1,43,0
0,3,0,1,30,0
1,1,0,1,24,0
1,3,0,1,31,0
1,0,0,1,48,0
1,0,0,1,67,0
1,0,0,1,50,0
0,3,0,4,33,0
1,2,0,4,23,0
1,0,0,1,61,0
0,3,0,4,36,0
1,0,0,1,35,0
1,3,0,1,37,0
0,3,0,4,48,0
1,3,0,1,29,0
1,0,0,1,38,0
1,0,0,1,47,0
1,0,0,4,50,0
1,0,0,1,67,0
1,0,0,1,58,0
0,3,0,4,28,0
1,3,0,1,40,0
1,3,0,1,42,0
1,3,0,1,39,0
1,3,0,1,52,0
0,0,0,4,35,0
1,3,0,1,58,0
1,3,0,4,28,0
0,0,0,4,41,0
1,3,0,1,40,0
1,3,0,1,34,0
0,3,0,1,40,0
1,0,0,4,32,0
1,3,0,1,51,0
1,3,0,4,30,0
1,3,0,1,43,0
1,0,0,2,48,0
0,1,0,4,44,0
1,3,0,4,44,0
2,2,1,2,5,0
1,3,0,1,51,0
1,3,0,1,23,0
0,0,0,1,49,0
1,3,0,1,57,0
1,3,0,4,27,0
0,3,0,3,43,0
1,3,0,1,36,0
1,3,0,1,44,0
1,3,0,1,32,0
1,3,0,1,34,0
1,2,0,1,28,0
1,0,0,1,60,0
1,0,0,4,45,0
0,3,0,1,26,0
0,1,0,1,70,0
1,3,0,1,47,0
1,0,0,4,34,0
1,0,0,1,41,0
1,0,0,1,57,0
1,3,0,1,41,0
1,3,0,1,45,0
0,3,0,4,42,0
1,3,0,1,54,0
0,0,0,1,40,0
1,0,0,4,46,0
1,3,0,4,27,0
1,0,0,1,45,0
1,3,0,1,43,0
0,3,0,1,39,0
1,0,0,3,41,0
1,0,0,1,35,0
1,0,0,4,41,0
1,0,0,1,58,0
1,3,0,1,51,0
1,3,0,1,44,0
0,3,0,1,27,0
0,3,0,1,36,0
1,3,0,4,34,0
1,3,0,4,31,0
2,2,1,4,5,0
1,3,0,4,56,0
0,3,0,4,27,0
1,3,0,4,36,0
1,3,0,1,36,0
0,0,0,1,42,0
1,3,0,1,32,0
1,0,0,1,57,0
1,0,0,1,46,0
1,3,0,1,33,0
1,0,0,3,67,0
1,0,0,1,36,0
1,3,0,1,32,0
1,3,0,1,26,0
1,3,0,1,23,0
0,3,0,1,45,0
1,3,0,1,25,0
1,0,0,1,67,0
1,3,0,1,58,0
1,3,0,1,65,0
1,3,0,1,27,0
1,3,0,1,36,0
1,3,0,1,34,0
1,3,0,1,52,0
0,3,0,1,33,0
1,3,0,1,29,0
1,3,0,1,35,0
0,1,0,1,28,0
1,3,0,2,56,0
1,3,0,1,42,0
1,3,0,1,43,0
1,3,0,1,35,0
1,0,0,4,47,0
0,3,0,1,40,0
1,3,0,1,41,0
1,3,0,1,25,0
0,3,0,1,41,0
1,0,0,2,61,0
1,3,0,1,31,0
1,3,0,1,37,0
1,3,0,1,50,0
1,3,0,1,32,0
0,0,0,3,42,0
1,3,0,1,51,0
1,0,0,1,35,0
1,0,0,1,47,0
1,0,0,1,67,0
1,3,0,1,34,0
1,3,0,1,54,0
1,3,0,1,32,0
1,3,0,4,37,0
1,3,0,1,34,0
1,3,0,1,49,0
1,3,0,4,44,0
1,0,0,1,56,0
1,3,0,1,54,0
1,3,0,1,39,0
1,3,0,1,44,0
1,3,0,1,50,0
1,0,0,1,73,0
1,2,0,4,24,0
1,3,0,4,37,0
0,3,0,4,48,0
1,3,0,1,32,0
1,3,0,1,26,0
1,3,0,1,41,0
0,3,0,1,39,0
2,2,1,4,7,0
0,3,0,1,40,0
1,0,0,1,38,0
0,3,0,4,50,0
2,2,1,2,5,0
1,3,0,1,30,0
1,4,0,1,66,0
1,3,0,1,40,0
1,3,0,1,57,0
1,3,0,1,58,0
1,3,0,1,48,0
1,3,0,1,58,0
1,2,0,4,23,0
2,2,1,4,7,0
1,3,0,1,32,0
0,2,0,1,28,0
1,3,0,1,43,0
